Date,GSS,assets_in_composite
2007-07-24,1.0000450936087149,9
2007-07-25,0.7381146721996393,9
2007-07-26,1.6108271575356847,9
2007-07-27,1.4374340122334053,9
2007-07-30,-0.2552908594812144,9
2007-07-31,1.3362228880453382,9
2007-08-01,0.2029568305989241,9
2007-08-02,0.12389461284195345,9
2007-08-03,1.2720346956441764,9
2007-08-06,-0.5896101753252457,9
2007-08-07,0.4354021286775575,9
2007-08-08,-0.7725450740445081,9
2007-08-09,1.980458913358912,9
2007-08-10,0.7658671299265335,9
2007-08-13,0.8206772355604379,9
2007-08-14,1.6667803386013227,9
2007-08-15,1.814857411175308,9
2007-08-16,0.811828952480672,9
2007-08-17,-0.4066286356258526,9
2007-08-20,0.3216832392165459,9
2007-08-21,0.5641888937509439,9
2007-08-22,-0.8658207873023471,9
2007-08-23,0.15849521093756053,9
2007-08-24,-0.4342287229559769,9
2007-08-27,0.7679648238986083,9
2007-08-28,1.4265307399064358,9
2007-08-29,-0.6686334533273364,9
2007-08-30,0.6094518828226566,9
2007-08-31,0.04071673959232077,9
2007-09-03,,2
2007-09-04,0.09531061416990326,9
2007-09-05,0.8408312944928815,9
2007-09-06,0.12678860637793787,9
2007-09-07,1.1429532385320966,9
2007-09-10,0.6461387658244072,7
2007-09-11,-0.3267123323544739,9
2007-09-12,-0.03397410201844813,9
2007-09-13,-0.08783692162544372,9
2007-09-14,0.13785640137427105,9
2007-09-17,0.7059649864318241,9
2007-09-18,-1.168425394241639,9
2007-09-19,0.08591611745226252,9
2007-09-20,-0.18341474299850116,9
2007-09-21,-0.23076835812377933,9
2007-09-24,0.21811233835779598,9
2007-09-25,-0.16484877972047335,9
2007-09-26,-0.09595004703660043,9
2007-09-27,0.1717800473174224,9
2007-09-28,-0.13600104346070496,9
2007-10-01,-0.31685449906362917,9
2007-10-02,0.25343065175179824,9
2007-10-03,0.41654750575231947,9
2007-10-04,0.21774878341681084,9
2007-10-05,-0.7070683218599991,9
2007-10-08,0.18334549889677718,9
2007-10-09,-0.1903008218343877,9
2007-10-10,0.08365056707501467,9
2007-10-11,0.20592073897181323,9
2007-10-12,-0.11484105140780093,9
2007-10-15,0.6095562271264277,9
2007-10-16,0.6930120238005713,9
2007-10-17,0.1333421600509043,9
2007-10-18,0.20264059762782793,9
2007-10-19,1.1009847008823492,9
2007-10-22,0.45734543411406814,9
2007-10-23,-0.7481498435750633,9
2007-10-24,0.6743914220893,9
2007-10-25,0.1172350591483239,9
2007-10-26,-0.3116701764987678,9
2007-10-29,-0.10610157154550147,9
2007-10-30,-0.0005737205780391749,9
2007-10-31,-0.38216162810335,9
2007-11-01,1.3129882300325777,9
2007-11-02,0.4098641778310206,9
2007-11-05,0.48215428134087873,9
2007-11-06,-0.43431436825290615,9
2007-11-07,0.966184917970193,9
2007-11-08,0.27687006910672246,9
2007-11-09,1.1016280562873138,9
2007-11-12,1.0870231536434145,9
2007-11-13,-1.5210679802263742,9
2007-11-14,0.566027485171142,9
2007-11-15,0.7611926088475965,9
2007-11-16,-0.02952863714912404,9
2007-11-19,0.853787601674646,9
2007-11-20,-0.13830550594851962,9
2007-11-21,0.9741511900986196,9
2007-11-22,,2
2007-11-23,0.4358549594890162,9
2007-11-26,1.4321103954838839,7
2007-11-27,-0.905231588422258,9
2007-11-28,-1.3271026178151475,9
2007-11-29,0.8431717640620365,9
2007-11-30,-0.3661013851881326,9
2007-12-03,0.7684795622400391,9
2007-12-04,0.16118402607485147,9
2007-12-05,0.015839152950355182,9
2007-12-06,-0.38520730236641326,9
2007-12-07,-0.44151956350891924,9
2007-12-10,-0.15197376841784221,9
2007-12-11,1.5542961820564507,9
2007-12-12,-0.3565540275362846,9
2007-12-13,0.015344449113791478,9
2007-12-14,0.7431698513151557,9
2007-12-17,0.7229691662516043,9
2007-12-18,0.21437542948299684,7
2007-12-19,0.2808929827810579,9
2007-12-20,0.2656173961810057,9
2007-12-21,-0.6481147987955481,9
2007-12-24,-0.29079636365056305,9
2007-12-25,,2
2007-12-26,-0.25523235282359147,9
2007-12-27,0.1783219432279721,9
2007-12-28,0.23452874784328614,9
2007-12-31,0.883201409237725,9
2008-01-01,,2
2008-01-02,1.0684631680809205,9
2008-01-03,0.01097501724287622,9
2008-01-04,0.6322128729882868,9
2008-01-07,0.08669192571691116,9
2008-01-08,-0.32785813803527974,9
2008-01-09,0.669017880812646,9
2008-01-10,-0.5837769254934738,9
2008-01-11,0.7160512352685128,9
2008-01-14,-0.045232663825189076,9
2008-01-15,0.964051714410144,9
2008-01-16,0.4227251741829602,9
2008-01-17,0.9080136855236207,9
2008-01-18,0.18022325055998603,9
2008-01-21,,2
2008-01-22,0.45259949277470707,9
2008-01-23,-0.0977532279239929,9
2008-01-24,-0.6503529874194407,9
2008-01-25,1.0028859255493152,9
2008-01-28,-0.2525155976967896,9
2008-01-29,-0.03988089215466149,9
2008-01-30,-0.05424854148403798,9
2008-01-31,0.08080663044192192,9
2008-02-01,-0.2484311824664515,9
2008-02-04,0.055892244683425824,9
2008-02-05,1.1172512612036707,9
2008-02-06,0.4216895138651392,9
2008-02-07,0.17514649141308578,9
2008-02-08,-0.39059390233787145,9
2008-02-11,1.198051183165878,9
2008-02-12,-0.6496789310133109,9
2008-02-13,-0.2600126103663482,9
2008-02-14,0.08862670813606241,9
2008-02-15,0.032470658386913376,9
2008-02-18,,2
2008-02-19,0.33917947055975206,9
2008-02-20,0.03605717749690027,9
2008-02-21,0.356338327784801,9
2008-02-22,-0.07091672593736925,9
2008-02-25,-0.6004619870510783,9
2008-02-26,-0.15292195599708389,9
2008-02-27,-0.06817056683087884,9
2008-02-28,0.7079059505738802,9
2008-02-29,1.2078451373238488,9
2008-03-03,0.25357293647951673,9
2008-03-04,-0.20853603851453617,9
2008-03-05,0.006830986254483677,9
2008-03-06,0.5570352910841567,9
2008-03-07,0.44233083003437457,9
2008-03-10,0.9609383199246726,9
2008-03-11,-1.0320266652812298,9
2008-03-12,0.43221734539719425,9
2008-03-13,0.11581686386223887,9
2008-03-14,0.9743155391424586,9
2008-03-17,0.575749596789052,9
2008-03-18,-0.9680903403173318,9
2008-03-19,0.4638749691119448,9
2008-03-20,-0.27442637075554405,9
2008-03-21,,2
2008-03-24,-0.6305558479519342,9
2008-03-25,-0.05293780014483038,9
2008-03-26,0.31899832789314764,9
2008-03-27,0.23967735442032267,9
2008-03-28,0.11284683487303522,9
2008-03-31,-0.37419024129243705,9
2008-04-01,-1.0262218506638072,7
2008-04-02,-0.09089823344251563,9
2008-04-03,-0.012266740277302964,9
2008-04-04,0.40017879727073924,9
2008-04-07,0.047444202127308314,9
2008-04-08,-0.6953786516608129,9
2008-04-09,1.0707856007423957,9
2008-04-10,-0.2326679227626308,10
2008-04-11,0.4347254804126113,10
2008-04-14,0.0489296673025812,10
2008-04-15,-0.05911634557989569,10
2008-04-16,-0.7507904177702963,10
2008-04-17,-0.06897429798924645,10
2008-04-18,-0.46871811773580985,10
2008-04-21,-0.09328412805599004,10
2008-04-22,0.09725203506103022,10
2008-04-23,-0.225664124373818,10
2008-04-24,-0.1919172085712298,10
2008-04-25,-0.06448945187037433,10
2008-04-28,-0.01629009553003579,10
2008-04-29,-0.06262981614051213,10
2008-04-30,-0.36885642945152236,10
2008-05-01,-0.6575229898837585,8
2008-05-02,0.1762194210854719,10
2008-05-05,0.22029998308816676,10
2008-05-06,-0.090669589916419,10
2008-05-07,0.5194806271139776,10
2008-05-08,-0.3144199688501439,10
2008-05-09,0.5394093604889393,10
2008-05-12,-0.4765715359368269,10
2008-05-13,-0.32618098620648217,10
2008-05-14,-0.2535364957598623,10
2008-05-15,-0.07251486247523539,10
2008-05-16,-0.1354291203343881,10
2008-05-19,-0.01783884810247205,10
2008-05-20,0.17827571956652308,10
2008-05-21,0.10722063987773804,10
2008-05-22,-0.3920076469166154,10
2008-05-23,0.38516796517492263,10
2008-05-26,,2
2008-05-27,-0.32667628047418196,10
2008-05-28,-0.3126626398271441,10
2008-05-29,-0.4667331519407895,10
2008-05-30,-0.029147965989060998,10
2008-06-02,0.49515593830071386,10
2008-06-03,0.012472913014947861,10
2008-06-04,-0.09189873178152527,10
2008-06-05,-0.710879710528623,10
2008-06-06,1.0043519788780355,10
2008-06-09,-0.1805525499563556,10
2008-06-10,-0.10033436449008444,10
2008-06-11,0.39665376147470177,10
2008-06-12,-0.09562345510756773,10
2008-06-13,-0.3033249052147533,10
2008-06-16,0.07334300347559734,10
2008-06-17,-0.0768066495389506,10
2008-06-18,0.2772305206821527,10
2008-06-19,-0.08431011461497781,10
2008-06-20,0.37657149425636877,10
2008-06-23,0.06686425071328893,10
2008-06-24,0.1439777611687321,10
2008-06-25,-0.591014988213847,10
2008-06-26,1.0188985842339862,10
2008-06-27,0.2903988363618825,10
2008-06-30,0.004388529403203509,10
2008-07-01,0.24516842072413414,8
2008-07-02,0.33222126653728246,10
2008-07-03,0.2275811201297699,10
2008-07-04,,2
2008-07-07,-0.04577316847514555,10
2008-07-08,-0.1805327987551683,10
2008-07-09,0.32357166895719386,10
2008-07-10,0.16908792089345415,10
2008-07-11,0.18113721929597612,10
2008-07-14,0.4161344885678995,10
2008-07-15,0.5305452799682182,10
2008-07-16,-0.67140836118078,10
2008-07-17,-0.4626153684235,10
2008-07-18,-0.47921937617004734,10
2008-07-21,-0.06317214668967781,10
2008-07-22,-0.36604402656136037,10
2008-07-23,-0.35838924749063034,10
2008-07-24,0.5877789150319107,10
2008-07-25,-0.350490619546473,10
2008-07-28,0.41520609670859476,10
2008-07-29,-0.4644285499392553,10
2008-07-30,-0.08480162251241449,10
2008-07-31,0.22211843098484013,10
2008-08-01,0.26669262872191263,8
2008-08-04,0.1022186992767331,8
2008-08-05,-0.8299475681623525,8
2008-08-06,-0.12437370743569681,8
2008-08-07,0.6123907317686992,8
2008-08-08,-0.15281005807437417,10
2008-08-11,-0.4990807087956235,8
2008-08-12,-0.08648358440708752,8
2008-08-13,0.24061335094326314,8
2008-08-14,-0.22383758472688928,8
2008-08-15,-0.21498121412339144,8
2008-08-18,0.3522286909243527,8
2008-08-19,0.08691967774967632,8
2008-08-20,-0.179472407671789,8
2008-08-21,0.11997997089644089,8
2008-08-22,-0.374330522180798,8
2008-08-25,0.15912557126707505,8
2008-08-26,0.46623855711199014,10
2008-08-27,-0.24074950008742882,10
2008-08-28,-0.3566592492201959,10
2008-08-29,0.14433389582064451,10
2008-09-01,,2
2008-09-02,-0.0556898042934391,10
2008-09-03,0.06266115244873183,10
2008-09-04,0.7772389776767991,10
2008-09-05,-0.20439224956332652,10
2008-09-08,-0.5646798317176234,10
2008-09-09,0.9003771785862842,10
2008-09-10,-0.13910189049029165,10
2008-09-11,-0.07668746288865404,10
2008-09-12,-0.591082264312753,10
2008-09-15,2.163507941781632,10
2008-09-16,0.12404126155977677,10
2008-09-17,2.590356154694777,10
2008-09-18,-1.0948958523111614,10
2008-09-19,-1.442127429932837,10
2008-09-22,1.232904928766113,10
2008-09-23,0.1868277130427989,10
2008-09-24,0.32394793138518574,10
2008-09-25,0.09042957956101091,10
2008-09-26,0.5009415620703608,10
2008-09-29,2.7070909007621196,10
2008-09-30,-0.39116041745274915,10
2008-10-01,0.026710444312797843,10
2008-10-02,1.3643851192916567,10
2008-10-03,0.5345207673036125,10
2008-10-06,2.4201995318681715,10
2008-10-07,1.204385078558684,10
2008-10-08,-0.625393280800278,10
2008-10-09,2.4813666823997456,10
2008-10-10,0.9810260265607882,10
2008-10-13,-2.161333302938101,10
2008-10-14,0.10864022118806034,10
2008-10-15,1.978920599687734,10
2008-10-16,-0.04415442881211183,10
2008-10-17,0.6552855452133828,10
2008-10-20,0.0688724871807723,10
2008-10-21,1.0204852780336435,10
2008-10-22,1.3168372921452058,10
2008-10-23,0.10285638331473594,10
2008-10-24,1.4262457813679839,10
2008-10-27,1.2756514245612403,10
2008-10-28,-1.4874680819290913,10
2008-10-29,0.08793376201198136,10
2008-10-30,-0.7757663919743186,10
2008-10-31,0.40873656010606363,10
2008-11-03,0.26153751029933797,10
2008-11-04,-0.13351328449917843,10
2008-11-05,0.6425653164585563,10
2008-11-06,0.7093856389649467,10
2008-11-07,-0.32127715197137185,10
2008-11-10,0.43948401657680736,10
2008-11-11,0.6142604440627272,10
2008-11-12,0.8676898731457954,10
2008-11-13,-1.0233317060758176,10
2008-11-14,1.0761966297076102,10
2008-11-17,0.5709143775571748,10
2008-11-18,0.5310007626004137,10
2008-11-19,1.2320029925591802,10
2008-11-20,1.4409432973299778,10
2008-11-21,-0.27396989692737556,10
2008-11-24,-0.5849154391083607,10
2008-11-25,0.08156598880754178,10
2008-11-26,0.12052683248089333,10
2008-11-27,,2
2008-11-28,0.5113423789840512,10
2008-12-01,0.942523651992938,10
2008-12-02,-0.3115675052293654,10
2008-12-03,0.026221301053698593,10
2008-12-04,0.26977326127760287,10
2008-12-05,-0.4422488087521277,10
2008-12-08,-2.1269704898508417,10
2008-12-09,1.7577679851901535,10
2008-12-10,0.14000488374969494,10
2008-12-11,0.48059331375368747,10
2008-12-12,-0.09908402045007718,10
2008-12-15,-0.0036783773515620456,10
2008-12-16,-0.43780427386045273,10
2008-12-17,-0.11646033429908693,10
2008-12-18,-0.23178818523633776,10
2008-12-19,0.0884469094507663,10
2008-12-22,0.395228404579008,10
2008-12-23,-0.13939857388854712,10
2008-12-24,-0.1244291260156968,10
2008-12-25,,2
2008-12-26,0.24137828307382514,10
2008-12-29,0.25246063963934506,10
2008-12-30,-0.1974589754879889,10
2008-12-31,0.1526168346937276,10
2009-01-01,,2
2009-01-02,-0.3642748543119857,10
2009-01-05,-0.22664168327212503,10
2009-01-06,-0.030151518351854083,10
2009-01-07,-0.1312524932129858,10
2009-01-08,0.13626494304089146,10
2009-01-09,0.41567623470860254,10
2009-01-12,0.2605999619522567,10
2009-01-13,0.3395360672478268,10
2009-01-14,0.4462730204015535,10
2009-01-15,-0.05320913771435456,10
2009-01-16,-0.07458390764884795,10
2009-01-19,,2
2009-01-20,1.1854898551785382,10
2009-01-21,-0.3212164565578203,10
2009-01-22,0.11126505154327027,10
2009-01-23,0.4775071911574112,10
2009-01-26,-0.25336310951450547,10
2009-01-27,-0.2552633336942125,10
2009-01-28,-0.6608782656335753,10
2009-01-29,0.4418314581951098,10
2009-01-30,0.36608330666427236,10
2009-02-02,0.1967565797713887,10
2009-02-03,-0.5416721729646886,10
2009-02-04,0.14140275690575593,10
2009-02-05,0.09375617318000244,10
2009-02-06,-0.6465132921588257,10
2009-02-09,-0.278165393999405,10
2009-02-10,0.8448016915898167,10
2009-02-11,0.14881424626409917,10
2009-02-12,0.07345283057075176,10
2009-02-13,-0.09903173865513973,10
2009-02-16,,2
2009-02-17,1.0419414352921654,10
2009-02-18,0.05298091108468515,10
2009-02-19,0.09141990597829039,10
2009-02-20,0.23806202428705503,10
2009-02-23,0.48095738644688285,10
2009-02-24,-0.6142938211062093,10
2009-02-25,0.24052074824917838,10
2009-02-26,0.12639941923419712,10
2009-02-27,0.23436671766006256,10
2009-03-02,0.6012374911811874,10
2009-03-03,-0.10604641543082445,10
2009-03-04,-0.23559696045016293,10
2009-03-05,0.966198986533022,10
2009-03-06,0.0684772244529733,10
2009-03-09,0.08748038108231757,10
2009-03-10,-0.9895809065985526,10
2009-03-11,-0.19099681259561593,10
2009-03-12,-0.043192915300494975,10
2009-03-13,-0.11108555319265165,10
2009-03-16,-0.1711471752068191,10
2009-03-17,-0.18933498068636295,10
2009-03-18,-0.297062034886309,10
2009-03-19,0.39201041197018427,10
2009-03-20,0.1322367772147235,10
2009-03-23,-0.6281886902652228,10
2009-03-24,0.06828438977891985,10
2009-03-25,-0.23433297222789942,10
2009-03-26,-0.06798013224982018,10
2009-03-27,0.26215004424894317,10
2009-03-30,0.5341515902286521,10
2009-03-31,-0.19053362336778906,10
2009-04-01,-0.10786874285774964,10
2009-04-02,-0.7103132085274746,10
2009-04-03,-0.4815731091207004,10
2009-04-06,-0.08325815399493117,10
2009-04-07,0.3617021443507601,10
2009-04-08,0.014660540369791097,10
2009-04-09,-0.3232104623116103,10
2009-04-10,,2
2009-04-13,-0.18549270365428433,10
2009-04-14,0.21939647852977723,10
2009-04-15,-0.04292887384430734,10
2009-04-16,-0.2816254192990318,10
2009-04-17,-0.15656740854770285,10
2009-04-20,0.6381209936892774,10
2009-04-21,-0.3124728296537924,10
2009-04-22,0.031058012185125806,10
2009-04-23,-0.07430553268659915,10
2009-04-24,-0.28804506498650323,10
2009-04-27,0.38559883871304723,10
2009-04-28,-0.31668856689278296,10
2009-04-29,-0.5365322534424164,10
2009-04-30,-0.19055423244446296,10
2009-05-01,-0.1129634044487557,10
2009-05-04,-0.27552317436673873,10
2009-05-05,-0.015095434388232229,10
2009-05-06,-0.08396590060157119,10
2009-05-07,-0.02633786664891812,10
2009-05-08,-0.4954387140397487,10
2009-05-11,0.2866476772102006,10
2009-05-12,-0.04192613665682175,10
2009-05-13,0.343798070110489,10
2009-05-14,-0.13074980671295328,10
2009-05-15,0.19141622533359864,10
2009-05-18,-0.5882116349248523,10
2009-05-19,-0.2351635035764575,10
2009-05-20,-0.09860281993670031,10
2009-05-21,-0.09272389759405673,10
2009-05-22,-0.32246852185586394,10
2009-05-25,,2
2009-05-26,-0.20270749535032487,10
2009-05-27,-0.06703997149102917,10
2009-05-28,-0.1805002002930155,10
2009-05-29,0.09837728804908866,10
2009-06-01,-0.7847039013738939,10
2009-06-02,-0.07570449137457277,10
2009-06-03,0.19197375549152026,10
2009-06-04,-0.20462132225311508,10
2009-06-05,-0.1813570534682774,10
2009-06-08,-0.05909317133627563,10
2009-06-09,-0.18836761500025342,10
2009-06-10,-0.06215309112359568,10
2009-06-11,-0.1835219610054945,10
2009-06-12,-0.044396929516552316,10
2009-06-15,0.36140633437546854,10
2009-06-16,0.10430432818976776,10
2009-06-17,-0.03153250959107424,10
2009-06-18,-0.2856066366165907,10
2009-06-19,-0.20193635060849574,10
2009-06-22,0.25122332840240535,10
2009-06-23,-0.14383199244348943,10
2009-06-24,-0.07379089264669222,10
2009-06-25,-0.14367082648804702,10
2009-06-26,-0.16374408990519046,10
2009-06-29,-0.20522495400222757,10
2009-06-30,-0.17828758703863337,10
2009-07-01,-0.25829537168459754,10
2009-07-02,0.23715155399609583,10
2009-07-03,,2
2009-07-06,-0.06048083131728754,10
2009-07-07,0.20943786193591776,10
2009-07-08,0.022802945669319584,10
2009-07-09,-0.4757726720233867,10
2009-07-10,0.17313452060630735,10
2009-07-13,-0.28329521596358526,10
2009-07-14,-0.2840278107972768,10
2009-07-15,-0.6189532950105019,10
2009-07-16,-0.13813790511116095,10
2009-07-17,-0.15530404840254702,10
2009-07-20,-0.27065084765076863,10
2009-07-21,-0.005205285843585122,10
2009-07-22,-0.17708084906259636,10
2009-07-23,-0.4346758619070822,10
2009-07-24,-0.12683778152319453,10
2009-07-27,-0.2266688834457483,10
2009-07-28,-0.08172894810288191,10
2009-07-29,-0.10572643749621143,10
2009-07-30,-0.16565870399668717,10
2009-07-31,-0.05289973696816062,10
2009-08-03,-0.4806666131866445,10
2009-08-04,-0.06728554482135854,10
2009-08-05,-0.15354630752118864,10
2009-08-06,0.01977201904606667,10
2009-08-07,-0.26318593742003465,10
2009-08-10,-0.02485818494062301,10
2009-08-11,0.057812748164731406,10
2009-08-12,-0.21280532464310092,10
2009-08-13,-0.009871741993609883,10
2009-08-14,-0.027304047407626857,10
2009-08-17,0.2733793970040622,10
2009-08-18,-0.3067203370648627,10
2009-08-19,-0.03665540972957495,10
2009-08-20,-0.18842358418459682,10
2009-08-21,-0.35991606753394234,10
2009-08-24,-0.0463342106653573,10
2009-08-25,-0.11161365441579571,10
2009-08-26,-0.07172572245936072,10
2009-08-27,-0.2063288746008277,10
2009-08-28,0.013462925913495943,10
2009-08-31,-0.09265238837548104,10
2009-09-01,0.19890192063116216,10
2009-09-02,0.06219676002830195,10
2009-09-03,-0.15073439540080377,10
2009-09-04,-0.4285080147726548,10
2009-09-07,,2
2009-09-08,-0.32494574450893554,10
2009-09-09,-0.1734672999956525,10
2009-09-10,-0.15891417985871253,10
2009-09-11,-0.17352275792056976,10
2009-09-14,-0.2673998108644918,10
2009-09-15,-0.18842019470773233,10
2009-09-16,-0.2620729930828777,10
2009-09-17,-0.10281416452066391,10
2009-09-18,-0.180216621675723,10
2009-09-21,-0.18020289280006369,10
2009-09-22,-0.1051108259418829,10
2009-09-23,-0.13256859816733996,10
2009-09-24,-0.005901228116779544,10
2009-09-25,-0.03510440837278983,10
2009-09-28,-0.11809305599282896,10
2009-09-29,-0.08287807357954452,10
2009-09-30,0.022242398475201104,10
2009-10-01,0.4475056109703405,10
2009-10-02,-0.16038368153334387,10
2009-10-05,-0.2682073190851636,10
2009-10-06,-0.06760668813658552,10
2009-10-07,-0.04421909171214431,10
2009-10-08,-0.26208916103423885,10
2009-10-09,-0.28583532698869085,10
2009-10-12,-0.1043668857438282,10
2009-10-13,-0.014848266253952963,10
2009-10-14,-0.43823745845299245,10
2009-10-15,-0.2739129536848473,10
2009-10-16,0.07377255689322607,10
2009-10-19,-0.1385679785157934,10
2009-10-20,-0.0034551369944625246,10
2009-10-21,-0.16994861892449556,10
2009-10-22,-0.30590201548612883,10
2009-10-23,-0.0641594397737099,10
2009-10-26,-0.059669786818495094,10
2009-10-27,0.1739236093145426,10
2009-10-28,0.3893608024145237,10
2009-10-29,-0.5164615697437422,10
2009-10-30,0.46588343800078197,10
2009-11-02,-0.12552181542076643,10
2009-11-03,0.12757050984269383,10
2009-11-04,-0.36689810008208434,10
2009-11-05,-0.22060477513148175,10
2009-11-06,-0.014344112050588142,10
2009-11-09,-0.4222919010657421,10
2009-11-10,-0.06357693056985415,10
2009-11-11,-0.04608044219459347,10
2009-11-12,0.04521729877746875,10
2009-11-13,-0.1281062844635045,10
2009-11-16,-0.03056376744938477,10
2009-11-17,0.04763702238425387,10
2009-11-18,-0.14816375680408922,10
2009-11-19,0.05259274095417617,10
2009-11-20,0.03623237951848049,10
2009-11-23,-0.2531163869070933,10
2009-11-24,-0.0652683470498702,10
2009-11-25,-0.08116932328989479,10
2009-11-26,,2
2009-11-27,0.06508550002809421,10
2009-11-30,-0.06458850589231331,10
2009-12-01,-0.42811964702022126,10
2009-12-02,-0.20945345099403387,10
2009-12-03,-0.14803516812150028,10
2009-12-04,-0.509993004323835,10
2009-12-07,0.05009106855733174,10
2009-12-08,0.27562821890000183,10
2009-12-09,-0.40757810904114783,10
2009-12-10,-0.22656635050144272,10
2009-12-11,-0.1822694922159943,10
2009-12-14,-0.2389820273489887,10
2009-12-15,0.0635569570969106,10
2009-12-16,-0.019244689652153747,10
2009-12-17,0.3402339928972665,10
2009-12-18,-0.23139161267910957,10
2009-12-21,-0.442112684854646,10
2009-12-22,-0.273480853638285,10
2009-12-23,-0.1737102404900377,10
2009-12-24,-0.18142451362085005,10
2009-12-25,,2
2009-12-28,-0.18404473460817528,10
2009-12-29,-0.03693691114768755,10
2009-12-30,-0.19704465725234935,10
2009-12-31,-0.13946501910714743,10
2010-01-01,,2
2010-01-04,-0.18502129323931313,10
2010-01-05,0.08889717695630298,10
2010-01-06,-0.1930939240893868,10
2010-01-07,-0.17050188069378036,10
2010-01-08,-0.2033918015780646,10
2010-01-11,-0.15962316452626216,10
2010-01-12,0.10636883936491341,10
2010-01-13,-0.3642009058801485,10
2010-01-14,-0.02616997295194129,10
2010-01-15,0.24532616646485605,10
2010-01-18,,2
2010-01-19,-0.11701460735566335,10
2010-01-20,0.2262234052254603,10
2010-01-21,0.363172269329331,10
2010-01-22,0.20003013898740457,10
2010-01-25,-0.16350542355973238,10
2010-01-26,0.2857177575731754,10
2010-01-27,-0.16999125738194532,10
2010-01-28,0.20154613405707572,10
2010-01-29,0.27753557980224286,10
2010-02-01,-0.30249695836062074,10
2010-02-02,-0.023785268831339367,10
2010-02-03,-0.09285358079042498,10
2010-02-04,0.5662837305446125,10
2010-02-05,0.17358405591111734,10
2010-02-08,0.201176480585289,10
2010-02-09,-0.43631144495760565,10
2010-02-10,0.1277745660687721,10
2010-02-11,-0.04958332318698024,10
2010-02-12,0.07772747141894536,10
2010-02-15,,2
2010-02-16,-0.32742568487544754,10
2010-02-17,-0.059408978961003125,10
2010-02-18,-0.1952807772895772,10
2010-02-19,-0.09317184049267155,10
2010-02-22,-0.12440971644939232,10
2010-02-23,0.485751961266956,10
2010-02-24,-0.2504087902653455,10
2010-02-25,0.17080315346431316,10
2010-02-26,-0.13900754683626243,10
2010-03-01,-0.1969926924976809,10
2010-03-02,-0.07557841426327164,10
2010-03-03,-0.1925539161593554,10
2010-03-04,-0.026319516110499364,10
2010-03-05,-0.6303631009893603,10
2010-03-08,-0.1906080572039475,10
2010-03-09,-0.11339347189101667,10
2010-03-10,-0.3986865492721199,10
2010-03-11,-0.21818497021967445,10
2010-03-12,-0.3470241896028636,10
2010-03-15,0.12427486550836679,10
2010-03-16,-0.1783584122018272,10
2010-03-17,-0.1304998058597025,10
2010-03-18,0.09822592321864902,10
2010-03-19,-0.029007915893142094,10
2010-03-22,-0.2529215547853312,10
2010-03-23,-0.014827946816381637,10
2010-03-24,-0.2613802779336624,10
2010-03-25,-0.14474730952420273,10
2010-03-26,-0.2180520958445336,10
2010-03-29,-0.25379701237113605,10
2010-03-30,-0.12126573836209778,10
2010-03-31,-0.14921271003776398,10
2010-04-01,-0.35499310389908423,10
2010-04-02,,2
2010-04-05,-0.13171542972602218,10
2010-04-06,0.05774916001670845,10
2010-04-07,0.3151838857090733,10
2010-04-08,-0.27956748185239155,10
2010-04-09,-0.40675696400409905,10
2010-04-12,-0.32203374563762865,10
2010-04-13,-0.23061987447835203,10
2010-04-14,-0.4111566126571942,10
2010-04-15,0.047811435108745734,10
2010-04-16,0.39027788080965564,10
2010-04-19,-0.252013048559563,10
2010-04-20,-0.31104420504355235,10
2010-04-21,0.17114359547364894,10
2010-04-22,-0.04290253666208087,10
2010-04-23,-0.4659577536304972,10
2010-04-26,-0.10107487424379817,10
2010-04-27,1.25202003454817,10
2010-04-28,-0.2661623506450611,10
2010-04-29,-0.4030873027710847,10
2010-04-30,0.34921780610055303,10
2010-05-03,-0.16266500405184572,10
2010-05-04,0.9661113568916319,10
2010-05-05,0.8529580452091731,10
2010-05-06,2.1046951956775155,10
2010-05-07,0.07048733815141098,10
2010-05-10,-1.3708950013317391,10
2010-05-11,0.7379787836033915,10
2010-05-12,-0.25575372823158393,10
2010-05-13,0.40210324476839904,10
2010-05-14,0.9824841714912,10
2010-05-17,0.03694599061716817,10
2010-05-18,1.0547551395052517,10
2010-05-19,-0.041028524778616314,10
2010-05-20,1.5092509925277688,10
2010-05-21,-0.33427555529090647,10
2010-05-24,0.9680515869864861,10
2010-05-25,0.4295382188055415,10
2010-05-26,0.98920137439112,10
2010-05-27,-1.2372889025467528,10
2010-05-28,0.4904804331052414,10
2010-05-31,,2
2010-06-01,0.6728678566622152,10
2010-06-02,-0.582805780797949,10
2010-06-03,0.13344576610083161,10
2010-06-04,1.5335539312297348,10
2010-06-07,0.8788036423684099,10
2010-06-08,-0.011253118058602515,10
2010-06-09,0.11742934295439655,10
2010-06-10,-0.9678921275292073,10
2010-06-11,0.13991118685596335,10
2010-06-14,-0.32365237448866535,10
2010-06-15,-0.5497220045757935,10
2010-06-16,0.13238387413934716,10
2010-06-17,0.08075109895864427,10
2010-06-18,-0.04891711195952469,10
2010-06-21,-0.11966661426608476,10
2010-06-22,0.6575229362893673,10
2010-06-23,0.027638116664712675,10
2010-06-24,0.5507457802479248,10
2010-06-25,0.11810881746249517,10
2010-06-28,0.26658596717323346,10
2010-06-29,1.1277052205009528,10
2010-06-30,0.35377441916658847,10
2010-07-01,-0.83349694682157,10
